Scientific Name,Class,Order,Family,Trend,Status,Life Span (years),Length (cm),Weight (kg),Is Social,Is Nocturnal,Diet,Mating Behavior,Incubation Period (days),Baby Carrying,Independent Age (days),Africa,Antarctica,Asia,Europe,Oceania,South America,Central America,North America,Cold,Dry/Desert,Polar/Tundra,Temperate,Tropical
Rhynchocyon petersi,mammalia,macroscelidea,macroscelididae,0,0,,28,0.575,0,0,0,0,,1.5,,1,0,0,0,0,0,0,0,0,0,0,0,1
Colobus angolensis,mammalia,primates,cercopithecidae,,0,25,60,14.5,1,0,2,1,162.5,,,1,0,0,0,0,0,0,0,0,0,0,0,1
Eulemur collaris,mammalia,primates,lemuridae,0,1,22.5,39.5,2,1,0,2,,120,1,,1,0,0,0,0,0,0,0,0,0,0,0,1
Cephalorhynchus commersonii,mammalia,artiodactyla,delphinidae,,0,26.5,100,50,1,0,1,,330,1,,0,0,0,0,0,0,0,0,0,0,0,1,0
Callimico goeldii,mammalia,primates,callitrichidae,0,1,10,21.5,0.6265,1,0,0,,160,1,,0,0,0,0,0,0,0,0,0,0,0,0,1
Pseudomys australis,mammalia,rodentia,muridae,0,1,2.5,11.75,0.065,1,1,2,1,30.5,4,28,0,0,0,0,1,0,0,0,0,1,0,0,0
Arctocephalus tropicalis,mammalia,carnivora,otariidae,1,0,22.5,150,105,1,1,1,1,357,1,330,1,1,0,0,1,0,0,0,0,0,0,1,0
Dasyprocta fuliginosa,mammalia,rodentia,dasyproctidae,1,0,,51.75,4.5,1,0,2,,112,1.5,140,0,0,0,0,0,0,0,0,0,0,0,0,1
Meriones hurrianae,mammalia,rodentia,muridae,,0,1.5,13,,1,0,0,,,,,0,0,1,0,0,0,0,0,0,1,0,0,0
Thylogale thetis,mammalia,diprotodontia,macropodidae,1,0,9,45.5,5,0,1,2,1,30,1,,0,0,0,0,1,0,0,0,0,0,0,1,0
Neotamias alpinus,mammalia,rodentia,sciuridae,1,0,2.5,18.45,0.036,0,0,2,,30,4.5,42,0,0,0,0,0,0,0,0,0,0,0,1,0
Conepatus leuconotus,mammalia,carnivora,mephitidae,0,0,7.5,68.5,2.5,0,1,0,,60,3,60,0,0,0,0,0,0,0,0,0,0,0,1,1
Globicephala melas,mammalia,artiodactyla,delphinidae,,0,52.5,550,1500,1,0,1,1,420,1,,1,1,0,1,1,0,0,0,1,0,1,1,0
Raphicerus sharpei,mammalia,artiodactyla,bovidae,1,0,,70,9,0,1,2,,210,1.5,,1,0,0,0,0,0,0,0,0,0,0,1,1
Propithecus coronatus,mammalia,primates,indriidae,0,1,17,94.5,4,1,0,2,,165,,,1,0,0,0,0,0,0,0,0,0,0,0,1
Neotamias rufus,mammalia,rodentia,sciuridae,1,0,5.5,21.25,0.057,0,0,2,,31.5,5.5,45.5,0,0,0,0,0,0,0,0,0,0,0,1,0
Kerodon rupestris,mammalia,rodentia,caviidae,1,0,7,30,,1,0,2,1,75,,35,0,0,0,0,0,0,0,0,0,0,0,0,1
Pantholops hodgsonii,mammalia,artiodactyla,bovidae,2,0,9,,32.5,1,0,2,1,180,1,547.5,0,0,1,0,0,0,0,0,0,0,0,1,0
Rhombomys opimus,mammalia,rodentia,muridae,1,0,3,17.5,0.285,1,0,2,,27.5,5.5,,0,0,1,0,0,0,0,0,0,1,0,1,0
Blarina carolinensis,mammalia,eulipotyphla,soricidae,1,0,1,8.5,0.014,1,1,1,,25.5,4,19,0,0,0,0,0,0,0,0,0,0,0,1,0
Naemorhedus griseus,mammalia,artiodactyla,bovidae,0,1,16,106,,1,0,2,,215,1.5,,0,0,1,0,0,0,0,0,0,0,0,1,1
Redunca redunca,mammalia,artiodactyla,bovidae,0,0,10,117.5,50,1,1,2,,210,1,,1,0,0,0,0,0,0,0,0,0,0,0,1
Piliocolobus kirkii,mammalia,primates,cercopithecidae,0,1,,57.5,11,1,0,2,1,180,1.5,1335,1,0,0,0,0,0,0,0,0,0,0,0,1
Lagothrix lagothricha,mammalia,primates,atelidae,0,1,27.5,50,8,1,0,0,1,225,1,365,0,0,0,0,0,0,0,0,0,0,0,0,1
Cephalophus silvicultor,mammalia,artiodactyla,bovidae,0,0,16,130,70,0,1,2,,165,1.5,,1,0,0,0,0,0,0,0,0,0,0,0,1
Brachyteles arachnoides,mammalia,primates,atelidae,0,1,,62,11.5,1,0,2,1,225,1,720,0,0,0,0,0,0,0,0,0,0,0,0,1
Alouatta guariba,mammalia,primates,atelidae,0,0,17.5,74,5.5,1,0,2,,180,1,365,0,0,0,0,0,0,0,0,0,0,0,1,1
Pithecia monachus,mammalia,primates,pitheciidae,0,0,19,40,1.5,1,0,2,0,170,1,,0,0,0,0,0,0,0,0,0,0,0,0,1
Kobus megaceros,mammalia,artiodactyla,bovidae,0,1,11,150,90,1,0,2,1,240,1,,1,0,0,0,0,0,0,0,0,0,0,0,1
Heterocephalus glaber,mammalia,rodentia,heterocephalidae,1,0,32,9,0.0325,1,1,2,1,70,7.5,30,1,0,0,0,0,0,0,0,0,0,0,0,1
Spermophilus suslicus,mammalia,rodentia,sciuridae,0,0,3.5,25,0.28,1,0,2,1,24.5,6,,0,0,0,1,0,0,0,0,0,0,0,1,0
Cheirogaleus major,mammalia,primates,cheirogaleidae,0,1,20,21.55,0.382,0,1,0,,70,2,30,1,0,0,0,0,0,0,0,0,0,0,0,1
Presbytis rubicunda,mammalia,primates,cercopithecidae,0,0,,48,5,1,0,2,,,,,0,0,1,0,0,0,0,0,0,0,0,0,1
Lepilemur ankaranensis,mammalia,primates,lepilemuridae,0,1,,53,0.75,0,1,2,,,,,1,0,0,0,0,0,0,0,0,0,0,0,1
Cephalophus rufilatus,mammalia,artiodactyla,bovidae,0,0,10,65,13,0,0,2,,240,1,,1,0,0,0,0,0,0,0,0,0,0,0,1
Hypsignathus monstrosus,mammalia,chiroptera,pteropodidae,,0,30,23.75,0.327,1,1,2,1,165,1.5,,1,0,0,0,0,0,0,0,0,0,0,0,1
Cercocebus chrysogaster,mammalia,primates,cercopithecidae,0,1,27.5,60,9,1,0,0,1,170,1,1642.5,1,0,0,0,0,0,0,0,0,0,0,0,0
Pseudoryx nghetinhensis,mammalia,artiodactyla,bovidae,0,1,9,175,90,0,1,2,,231,,,0,0,1,0,0,0,0,0,0,0,0,0,1
Proteles cristata,mammalia,carnivora,hyaenidae,1,0,14,67.5,8.5,1,1,0,0,90.5,3.5,120,1,0,0,0,0,0,0,0,0,0,0,1,1
Cephalophus niger,mammalia,artiodactyla,bovidae,0,0,12,95,17.5,0,0,2,,126,1,,1,0,0,0,0,0,0,0,0,0,0,0,1
Vulpes ferrilata,mammalia,carnivora,canidae,,0,9,65,4.5,1,0,0,0,55,3,270,0,0,1,0,0,0,0,0,0,0,0,1,0
Oryctolagus cuniculus,mammalia,lagomorpha,leporidae,0,1,9,40,,1,1,2,1,30,5,28,1,0,0,1,0,0,0,0,0,0,0,1,1
Tragelaphus strepsiceros,mammalia,artiodactyla,bovidae,1,0,15,215,195,1,1,2,1,240,1.5,180,1,0,0,0,0,0,0,0,0,0,0,0,1
Saiga tatarica,mammalia,artiodactyla,bovidae,0,1,11,120,47.5,1,0,2,,150,2,120,0,0,1,1,0,0,0,0,0,0,0,1,0
Neofelis diardi,mammalia,carnivora,felidae,0,1,13,87,19,0,1,1,,90,3,300,0,0,1,0,0,0,0,0,0,0,0,0,1
Nilgiritragus hylocrius,mammalia,artiodactyla,bovidae,0,1,6,115,75,1,0,2,1,195,1,150,0,0,1,0,0,0,0,0,0,0,0,0,1
Oreamnos americanus,mammalia,artiodactyla,bovidae,1,0,16,149.5,92.5,1,0,2,1,180,1,365,0,0,0,0,0,0,0,0,0,0,0,1,0
Camelus ferus,mammalia,artiodactyla,camelidae,0,1,40,,495,1,0,0,1,390,1.5,1460,0,0,1,0,0,0,0,0,0,1,0,1,0
Platanista gangetica,mammalia,artiodactyla,platanistidae,,1,28,200,85,0,0,1,,285,1,365,0,0,1,0,0,0,0,0,0,0,0,0,1
Pongo tapanuliensis,mammalia,primates,hominidae,0,1,30,,65,0,0,0,,270,1,2555,0,0,1,0,0,0,0,0,0,0,0,0,1
Lepus americanus,mammalia,lagomorpha,leporidae,1,0,3,46.55,1,0,1,2,1,37.5,4,26.5,0,0,0,0,0,0,0,0,1,0,0,1,0
Lipotes vexillifer,mammalia,artiodactyla,lipotidae,0,1,24,200,182.5,1,0,1,,315,1,420,0,0,1,0,0,0,0,0,0,0,0,1,0
Rupicapra rupicapra,mammalia,artiodactyla,bovidae,,0,18.5,122,42.5,1,0,2,1,170,1,365,0,0,1,1,0,0,0,0,0,0,0,1,0
Lepus californicus,mammalia,lagomorpha,leporidae,0,0,5.5,61,1.5,1,1,2,1,44,4.5,,0,0,0,0,0,0,0,0,0,0,0,1,1
Capra aegagrus,mammalia,artiodactyla,bovidae,1,0,17,140,98,1,1,2,1,170,2,,0,0,1,0,0,0,0,0,0,1,0,1,1
Oryx gazella,mammalia,artiodactyla,bovidae,1,0,20,215,170,1,0,2,1,270,1.5,120,1,0,0,0,0,0,0,0,0,0,0,0,1
Tragelaphus angasii,mammalia,artiodactyla,bovidae,1,0,17.5,165,97.5,1,1,2,1,210,1,210,1,0,0,0,0,0,0,0,0,0,0,0,1
Desmodus rotundus,mammalia,chiroptera,phyllostomidae,1,0,10.5,9,0.0325,1,1,1,1,210,1,270,0,0,0,0,0,0,0,0,0,0,0,0,1
Sylvilagus floridanus,mammalia,lagomorpha,leporidae,,0,4,42,0.401,0,1,2,1,30,6.5,31.5,0,0,0,0,0,0,0,0,0,0,0,1,1
Kobus ellipsiprymnus,mammalia,artiodactyla,bovidae,0,0,24,206,211.5,1,1,2,1,225,1,240,1,0,0,0,0,0,0,0,0,0,0,0,1
Porcula salvania,mammalia,artiodactyla,suidae,,1,11,63,8.5,1,0,0,,100,4.5,,0,0,1,0,0,0,0,0,0,0,0,0,1
Chironectes minimus,mammalia,didelphimorphia,didelphidae,0,0,2,29.5,0.697,0,1,1,1,13,3,,0,0,0,0,0,0,0,0,0,0,0,0,1
Capra nubiana,mammalia,artiodactyla,bovidae,0,1,13.5,115,50,1,0,2,1,157.5,1.5,,1,0,1,0,0,0,0,0,0,0,0,1,1
Hemitragus jemlahicus,mammalia,artiodactyla,bovidae,0,0,18,115,63,1,0,2,1,211,1,730,0,0,1,0,0,0,0,0,0,0,0,1,1
Oreotragus oreotragus,mammalia,artiodactyla,bovidae,1,0,16,95,13,1,1,2,0,180,,365,1,0,0,0,0,0,0,0,0,0,0,0,1
Macaca nemestrina,mammalia,primates,cercopithecidae,0,1,30.5,51.55,9,1,0,0,1,150,1,,0,0,1,0,0,0,0,0,0,0,0,0,1
Cercocebus atys,mammalia,primates,cercopithecidae,0,1,22,53.5,8,1,0,2,1,165,1,,1,0,0,0,0,0,0,0,0,0,0,0,1
Bassariscus sumichrasti,mammalia,carnivora,procyonidae,,0,23,42.5,1,0,1,0,,60,1,,0,0,0,0,0,0,0,0,0,0,0,0,1
Didelphis marsupialis,mammalia,didelphimorphia,didelphidae,1,0,2,34.75,1,0,1,4,1,14,7,,0,0,0,0,0,0,0,0,0,0,0,0,1
Felis bieti,mammalia,carnivora,felidae,0,1,,76.5,7.5,0,1,1,1,67.5,3,225,0,0,1,0,0,0,0,0,0,0,0,1,0
Canis adustus,mammalia,carnivora,canidae,1,0,10,75,10,1,1,4,0,63.5,4.5,,1,0,0,0,0,0,0,0,0,0,0,0,1
Sylvilagus aquaticus,mammalia,lagomorpha,leporidae,0,0,5,50,1.5,0,1,2,1,37.5,5,15,0,0,0,0,0,0,0,0,0,0,0,1,1
Trichechus senegalensis,mammalia,sirenia,trichechidae,,1,30,400,360,1,1,0,1,390,1,,1,0,0,0,0,0,0,0,0,0,0,0,1
Lepus timidus,mammalia,lagomorpha,leporidae,1,0,12,55,3.5,1,1,2,,52,2.5,28,0,0,1,1,0,0,0,0,1,0,1,1,0
Equus kiang,mammalia,perissodactyla,equidae,1,0,20,198,275,1,0,2,,285,1,365,0,0,1,0,0,0,0,0,1,0,0,1,0
Tadarida brasiliensis,mammalia,chiroptera,molossidae,1,0,,,0.0095,1,1,0,1,80.5,1,38.5,0,0,0,0,0,0,0,0,0,0,0,1,1
Ectophylla alba,mammalia,chiroptera,phyllostomidae,0,0,20,4.2,0.0055,1,1,2,1,21,1,24.5,0,0,0,0,0,0,0,0,0,0,0,0,1
Neomonachus schauinslandi,mammalia,carnivora,phocidae,0,1,27.5,200,205,0,1,1,1,270,,42,0,0,0,0,0,0,0,0,0,0,0,0,1
Lepus townsendii,mammalia,lagomorpha,leporidae,0,0,5.5,60.5,3,0,1,2,1,42,6,28,0,0,0,0,0,0,0,0,0,0,0,1,0
Monachus monachus,mammalia,carnivora,phocidae,2,1,32.5,200,320,0,0,1,1,330,1,126,1,0,1,1,0,0,0,0,0,0,0,1,1
Eptesicus fuscus,mammalia,chiroptera,vespertilionidae,2,0,13,12,0.0205,1,1,0,,,1,,0,0,0,0,0,0,0,0,0,0,0,1,1
Funambulus palmarum,mammalia,rodentia,sciuridae,2,0,3.5,,0.1,0,0,0,,35,2.5,70,0,0,1,0,0,0,0,0,0,0,0,0,1
Hydromys chrysogaster,mammalia,rodentia,muridae,,0,3.5,30.05,0.1705,0,1,1,,34,4.5,28,0,0,1,0,1,0,0,0,0,0,0,1,1
Meles anakuma,mammalia,carnivora,mustelidae,0,0,14.5,17,7,0,1,4,1,49,3,600,0,0,1,0,0,0,0,0,0,0,0,1,0
Sylvilagus audubonii,mammalia,lagomorpha,leporidae,0,0,,39,0.3505,1,0,2,,29,4,21,0,0,0,0,0,0,0,0,0,0,0,1,1
Hippotragus equinus,mammalia,artiodactyla,bovidae,0,0,16,215,261.5,1,0,2,1,270,,180,1,0,0,0,0,0,0,0,0,0,0,0,1
Suncus murinus,mammalia,eulipotyphla,soricidae,1,0,1.5,15,0.075,0,1,0,,30,4.5,17.5,0,0,1,0,0,0,0,0,0,0,0,1,1
Cephalorhynchus heavisidii,mammalia,artiodactyla,delphinidae,,0,23,100,75,1,0,1,,300,1,1095,1,0,0,0,0,0,0,0,0,0,0,0,1
Ictonyx striatus,mammalia,carnivora,mustelidae,1,0,13.5,65,0.5,0,1,1,,28,3,126,1,0,0,0,0,0,0,0,0,0,0,0,1
Pipistrellus pipistrellus,mammalia,chiroptera,vespertilionidae,1,0,10,4,0.0055,1,1,0,,50,1.5,21,1,0,1,1,0,0,0,0,0,0,0,1,1
Sylvilagus palustris,mammalia,lagomorpha,leporidae,,0,4,43.5,1.5,0,1,2,1,33.5,3,13.5,0,0,0,0,0,0,0,0,0,0,0,0,1
Microcebus berthae,mammalia,primates,cheirogaleidae,0,1,,9,0.03,0,1,0,1,,,,1,0,0,0,0,0,0,0,0,0,0,0,1
Moloch horridus,reptilia,squamata,agamidae,1,0,17.5,21,,0,0,0,,105,6.5,,0,0,0,0,1,0,0,0,0,1,0,0,1
Corallus caninus,reptilia,squamata,boidae,,0,20,100,0.5,0,1,1,,195,20,,0,0,0,0,0,0,0,0,0,0,0,0,1
Geochelone elegans,reptilia,testudines,testudinidae,0,1,52.5,26.5,3.5,0,0,2,1,113.5,5.5,,0,0,1,0,0,0,0,0,0,1,0,1,1
Gopherus berlandieri,reptilia,testudines,testudinidae,,0,60,23,,0,0,0,,103,2.5,,0,0,0,0,0,0,0,0,0,1,0,1,0
Chlamydosaurus kingii,reptilia,squamata,agamidae,,0,15,85,0.5,0,0,0,1,70,15,9,0,0,1,0,1,0,0,0,0,1,0,1,1
Amblyrhynchus cristatus,reptilia,squamata,iguanidae,,1,30,75,10,1,0,2,1,104.5,3.5,,0,0,0,0,0,0,0,0,0,0,0,0,1
Crocodylus niloticus,reptilia,crocodilia,crocodylidae,,0,65,450,362.5,0,1,1,1,85,52.5,730,1,0,0,0,0,0,0,0,0,1,0,1,1
Centrochelys sulcata,reptilia,testudines,testudinidae,,1,100,83,105,0,0,2,1,,22.5,,1,0,0,0,0,0,0,0,0,1,0,0,1
Crocodylus mindorensis,reptilia,crocodilia,crocodylidae,0,1,75,300,140,0,0,1,1,75,20,,0,0,1,0,0,0,0,0,0,0,0,0,1
Hemidactylus turcicus,reptilia,squamata,gekkonidae,2,0,8,15,,0,1,0,,60,1.5,,1,0,1,1,0,0,0,0,0,0,0,0,1
Melanosuchus niger,reptilia,crocodilia,alligatoridae,,0,46.5,300,197.5,0,1,1,1,66,65,,0,0,0,0,0,0,0,0,0,0,0,0,1
Chelodina longicollis,reptilia,testudines,chelidae,,0,34,26.5,0.63,0,0,1,1,135,16,,1,1,1,1,1,1,1,1,0,0,0,1,0
Sceloporus occidentalis,reptilia,squamata,phrynosomatidae,1,0,6,21,,0,0,0,,,10,,0,0,0,0,0,0,0,0,0,0,0,1,1
Testudo horsfieldii ,reptilia,testudines,testudinidae,,1,40,19,,1,0,2,,95,4,,0,0,1,0,0,0,0,0,1,1,0,0,0
Chelonia mydas,reptilia,testudines,cheloniidae,0,1,100,95,129,0,1,2,1,49,135,,1,1,1,0,1,0,0,0,0,0,0,1,1
Testudo hermanni,reptilia,testudines,testudinidae,0,0,52.5,17.5,2,0,0,2,1,90,7,,0,0,1,1,0,0,0,0,0,0,0,1,0
Testudo kleinmanni,reptilia,testudines,testudinidae,,1,50,14,0.255,0,0,2,1,75,3,,1,0,0,0,0,0,0,0,0,1,0,0,0
Pogona vitticeps,reptilia,squamata,agamidae,,0,10.5,55.5,0.38,0,0,0,1,70,24,,0,0,0,0,1,0,0,0,0,1,0,0,0
Crocodylus porosus,reptilia,crocodilia,crocodylidae,,0,55,450,1,0,1,1,1,90,50,240,0,0,1,0,1,0,0,0,0,0,0,0,1
Pseudemys concinna,reptilia,testudines,emydidae,,0,40,28,,0,0,2,1,95,17.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Gopherus polyphemus,reptilia,testudines,testudinidae,,1,50,25,4,0,0,2,1,100,13,,0,0,0,0,0,0,0,0,0,0,0,1,0
Oxyuranus microlepidotus,reptilia,squamata,elapidae,,0,12.5,100,,0,0,1,,56,18,,0,0,0,0,1,0,0,0,0,0,0,0,1
Crocodylus intermedius,reptilia,crocodilia,crocodylidae,,1,70,400,290,1,1,1,1,80,42.5,730,0,0,0,0,0,0,0,0,0,0,0,0,1
Stigmochelys pardalis,reptilia,testudines,testudinidae,,0,42.5,50,34.5,0,0,2,0,315,17.5,,1,0,0,0,0,0,0,0,0,1,0,1,1
Crocodylus siamensis,reptilia,crocodilia,crocodylidae,0,1,30,300,55,0,0,1,1,80,35,,0,0,1,0,0,0,0,0,0,0,0,0,1
Hemidactylus frenatus,reptilia,squamata,gekkonidae,1,0,5,11.25,,0,1,0,1,54,2,,0,0,1,0,1,0,0,0,0,0,0,0,1
Testudo graeca,reptilia,testudines,testudinidae,,1,162.5,16.5,1,0,0,2,,62.5,4,,1,0,1,1,0,0,0,0,1,1,0,1,0
Chelydra serpentina,reptilia,testudines,chelydridae,1,0,35,36,10,0,0,4,,94.5,52.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Eublepharis macularius,reptilia,squamata,eublepharidae,,0,20,23,0.065,0,0,3,,52.5,2,,0,0,1,0,0,0,0,0,0,1,0,0,1
Gavialis gangeticus,reptilia,crocodilia,gavialidae,0,1,29,350,204.5,0,0,1,1,70,44,,0,0,1,0,0,0,0,0,0,1,0,1,1
Varanus salvator,reptilia,squamata,varanidae,,0,18,150,34.5,0,0,0,,195,25,,0,0,1,0,0,0,0,0,0,0,0,0,1
Anolis sagrei,reptilia,squamata,dactyloidae,,0,6.5,13.5,0.0055,1,0,0,1,49,1.5,,0,0,0,0,0,0,0,0,0,0,0,1,1
Alligator sinensis,reptilia,crocodilia,alligatoridae,,1,60,150,40,0,1,1,1,70,25,,0,0,1,0,0,0,0,0,0,0,0,1,0
Eretmochelys imbricata,reptilia,testudines,cheloniidae,0,1,40,80,58,0,0,0,0,,120,,1,1,1,0,1,0,0,0,0,0,0,0,1
Chelonoidis nigra,reptilia,testudines,testudinidae,,1,135,100,198,1,0,2,,150,9,,1,1,1,1,1,1,1,1,0,0,0,1,1
Astrochelys radiata,reptilia,testudines,testudinidae,0,1,70,41,16,0,0,2,1,188,7.5,,1,0,0,0,0,0,0,0,0,1,0,0,0
Crocodylus johnsoni,reptilia,crocodilia,crocodylidae,,0,50,250,67.5,1,1,1,1,80,16.5,,0,0,0,0,1,0,0,0,0,1,0,0,1
Bothriechis schlegelii,reptilia,squamata,viperidae,1,0,15,68.5,0.225,0,1,1,1,180,11,,0,0,0,0,0,0,0,0,0,0,0,0,1
Crocodylus palustris,reptilia,crocodilia,crocodylidae,1,1,30,450,450,1,1,1,1,65,29,365,0,0,1,0,0,0,0,0,0,1,0,1,1
Ouroborus cataphractus,reptilia,squamata,cordylidae,,0,22.5,8,,1,0,0,1,210,1.5,,1,0,0,0,0,0,0,0,0,0,0,0,1
Aldabrachelys gigantea,reptilia,testudines,testudinidae,,1,138,106,200,1,0,2,1,180,14.5,,1,0,0,0,0,0,0,0,0,1,0,0,1
Lampropeltis getula,reptilia,squamata,colubridae,1,0,25,120,0.1435,0,1,1,1,60,12,,0,0,0,0,0,0,0,0,0,1,0,1,1
Nerodia rhombifer,reptilia,squamata,colubridae,1,0,10,99,,0,0,1,,,37.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Plestiodon fasciatus,reptilia,squamata,scincidae,1,0,6,16.5,,0,0,0,1,39.5,16.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Osteolaemus tetraspis,reptilia,crocodilia,crocodylidae,,1,57.5,100,25,0,1,1,1,90,20,,1,0,0,0,0,0,0,0,0,0,0,0,1
Alligator mississippiensis,reptilia,crocodilia,alligatoridae,,0,57.5,250,159,0,1,1,1,65,42.5,365,0,0,0,0,0,0,0,0,0,1,0,0,0
Crocodylus rhombifer,reptilia,crocodilia,crocodylidae,,1,43.5,200,75,0,0,1,1,64,35,,0,0,0,0,0,0,0,0,0,0,0,0,1
Pseudonaja textilis,reptilia,squamata,elapidae,1,0,15,100,,0,0,1,,65.5,22.5,,0,0,0,0,1,0,0,0,0,0,0,0,1
Opheodrys vernalis,reptilia,squamata,colubridae,1,0,6,43.5,,0,1,0,,13.5,5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Caiman yacare,reptilia,crocodilia,alligatoridae,,0,50,200,36,0,1,1,1,75,29.5,,0,0,0,0,0,0,0,0,0,0,0,1,1
Malacochersus tornieri,reptilia,testudines,testudinidae,,1,30,16.5,0.453,1,0,2,,150,1,,1,0,0,0,0,0,0,0,0,1,0,0,1
Tiliqua rugosa,reptilia,squamata,scincidae,1,0,17.5,28.5,0.75,1,0,4,0,150,2.5,,0,0,0,0,1,0,0,0,0,1,0,1,1
Crocodylus acutus,reptilia,crocodilia,crocodylidae,2,1,60,350,136,0,1,1,1,66.5,45,,0,0,0,0,0,0,0,0,0,0,0,1,1
Agkistrodon piscivorus,reptilia,squamata,viperidae,1,0,24,77.5,0.3905,0,1,1,0,135,3.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Dendroaspis polylepis,reptilia,squamata,elapidae,1,0,11,250,1,0,0,1,1,75,11.5,,1,0,0,0,0,0,0,0,0,0,0,0,1
Furcifer pardalis,reptilia,squamata,chamaeleonidae,1,0,3,,0.12,0,0,0,1,240,25,,1,0,0,0,0,0,0,0,0,0,0,0,1
Intellagama lesueurii,reptilia,squamata,agamidae,1,0,20,85,1,1,1,0,,,12,,0,0,0,0,1,0,0,0,0,0,0,0,1
Trimeresurus gramineus,reptilia,squamata,viperidae,1,0,,,,0,1,1,,,8.5,,0,0,1,0,0,0,0,0,0,0,0,0,1
Apalone ferox,reptilia,testudines,trionychidae,,0,28,45.5,,0,0,0,1,75,24,,0,0,0,0,0,0,0,0,0,0,0,1,0
Iguana iguana,reptilia,squamata,iguanidae,,0,14,150,9,0,0,2,1,87.5,45.5,,0,0,0,0,0,0,0,0,0,0,0,0,1
Nerodia sipedon,reptilia,squamata,colubridae,1,0,9.5,135,0.2445,0,1,1,1,120,30,,0,0,0,0,0,0,0,0,0,0,0,1,0
Sceloporus undulatus,reptilia,squamata,phrynosomatidae,1,0,4.5,14.5,0.015,0,0,0,1,63,9.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Ophiophagus hannah,reptilia,squamata,elapidae,0,1,20,350,6,0,0,1,0,65,31.5,,0,0,1,0,0,0,0,0,0,0,0,0,1
Varanus komodoensis,reptilia,squamata,varanidae,,1,30,200,79.5,0,0,0,0,225,20,,0,0,1,0,0,0,0,0,0,0,0,0,1
Crocodylus moreletii,reptilia,crocodilia,crocodylidae,1,0,65,150,48,1,1,1,1,80,32.5,,0,0,0,0,0,0,0,0,0,0,0,0,1
Physignathus cocincinus,reptilia,squamata,agamidae,0,1,12.5,100,0.998,1,0,0,,67.5,12,,0,0,1,0,0,0,0,0,0,0,0,0,1
Bungarus fasciatus,reptilia,squamata,elapidae,1,0,,150,,0,1,1,,,9,,0,0,1,0,0,0,0,0,0,0,0,0,1
Caiman crocodilus,reptilia,crocodilia,alligatoridae,,0,30,150,23.5,0,1,1,1,84.5,21.5,365,0,0,0,0,0,0,0,0,0,0,0,0,1
Gopherus agassizii,reptilia,testudines,testudinidae,,1,65,30.5,5,0,0,2,1,112.5,6,,0,0,0,0,0,0,0,0,0,1,0,1,1
Coluber constrictor,reptilia,squamata,colubridae,1,0,10,101,0.556,0,0,1,,,16.5,,0,0,0,0,0,0,0,0,0,0,0,1,1
Crotalus scutulatus,reptilia,squamata,viperidae,1,0,12,118.5,,0,1,1,,,9.5,,0,0,0,0,0,0,0,0,0,1,0,1,1
Tomistoma schlegelii,reptilia,crocodilia,gavialidae,0,1,70,450,151.5,0,1,1,,95,40,,1,1,1,1,1,1,1,1,0,0,0,0,1
Elgaria multicarinata,reptilia,squamata,anguidae,0,0,12.5,,,0,0,1,,,12.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Apalone spinifera,reptilia,testudines,trionychidae,1,0,50,36,12,0,0,0,1,,23.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Actinemys marmorata,reptilia,testudines,emydidae,,1,50,16,0.779,0,0,0,,110,9,,0,0,0,0,0,0,0,0,0,0,0,1,0
Aspidoscelis neomexicanus,reptilia,squamata,teiidae,1,0,3,19.5,,0,0,0,,56,2.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Chelus fimbriata,reptilia,testudines,chelidae,,0,15,45,15,0,1,1,1,200,20,,0,0,0,0,0,0,0,0,0,0,0,0,1
Salvator merianae,reptilia,squamata,teiidae,1,0,17.5,116,12,0,0,0,,50,30,,0,0,0,0,0,0,0,0,0,0,0,0,1
Lampropeltis californiae,reptilia,squamata,colubridae,1,0,35,51.5,,0,0,1,,52.5,8.5,,0,0,0,0,0,0,0,0,0,1,0,1,1
Correlophus ciliatus,reptilia,squamata,diplodactylidae,0,1,17.5,20,0.0325,0,1,0,,105,2,,0,0,0,0,1,0,0,0,0,0,0,0,1
Paleosuchus palpebrosus,reptilia,crocodilia,alligatoridae,1,0,40,100,6.5,1,1,0,1,90,17.5,,0,0,0,0,0,0,0,0,0,0,0,0,1
Hydrophis platurus,reptilia,squamata,elapidae,1,0,2,80,,1,0,1,,180,4,,1,1,1,0,1,0,0,0,0,0,0,0,1
Malaclemys terrapin,reptilia,testudines,emydidae,0,1,25,16,0.4,1,0,1,,72.5,7.5,,0,0,0,0,0,0,0,0,0,0,0,1,0
Chamaeleo calyptratus,reptilia,squamata,chamaeleonidae,1,0,6.5,48,0.145,0,0,0,,170,85,,0,0,1,0,0,0,0,0,0,0,0,0,1
Charina trivirgata,reptilia,squamata,boidae,0,0,20,64.5,,0,1,1,1,123,6,,0,0,0,0,0,0,0,0,0,1,0,1,1
