Scientific Name,Class,Order,Family,Trend,Status,Life Span (years),Length (cm),Weight (kg),Is Social,Is Nocturnal,Diet,Mating Behavior,Incubation Period (days),Baby Carrying,Independent Age (days),Africa,Antarctica,Asia,Europe,Oceania,South America,Central America,North America,Cold,Dry/Desert,Polar/Tundra,Temperate,Tropical
Canis lupus arctos,mammalia,carnivora,canidae,,0.0,12.0,50.0,51.0,1,0,1.0,0.0,62.0,6.0,180.0,0,0,0,0,0,0,0,0,0,0,1,0,0
Vulpes lagopus,mammalia,carnivora,canidae,1.0,0.0,8.5,53.5,5.0,0,0,4.0,0.0,52.0,12.5,101.5,0,0,1,1,0,0,0,0,0,0,1,0,0
Tamiasciurus hudsonicus,mammalia,rodentia,sciuridae,1.0,0.0,7.5,32.5,0.2395,0,0,2.0,1.0,34.0,4.5,52.5,0,0,0,0,0,0,0,0,1,1,1,1,0
Canis lupus,mammalia,carnivora,canidae,1.0,0.0,15.0,132.5,38.0,1,1,0.0,0.0,61.5,7.5,45.0,1,0,1,1,0,0,0,0,1,1,1,1,0
Mustela erminea,mammalia,carnivora,mustelidae,1.0,0.0,6.5,24.75,0.219,0,1,1.0,1.0,280.0,10.5,63.0,0,0,1,1,1,0,0,0,1,0,1,1,0
Chlamyphorus truncatus,mammalia,cingulata,chlamyphoridae,,,7.0,10.25,0.12,0,1,0.0,1.0,,1.0,,0,0,0,0,0,0,0,0,0,1,0,1,0
Elephas maximus sumatranus,mammalia,proboscidea,elephantidae,,1.0,70.0,,3000.0,1,1,2.0,,600.0,1.0,1095.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Oryx leucoryx,mammalia,artiodactyla,bovidae,1.0,1.0,20.0,160.0,67.5,1,0,2.0,1.0,240.0,1.0,105.0,1,0,1,0,0,0,0,0,0,1,0,1,0
Sus scrofa domesticus,mammalia,artiodactyla,suidae,,,10.5,540.0,200.0,1,0,0.0,0.0,114.0,12.0,90.0,1,1,1,1,1,1,1,1,1,1,0,1,1
Lemur catta,mammalia,primates,lemuridae,0.0,1.0,24.0,,2.5,1,0,0.0,1.0,120.0,1.5,150.0,1,0,0,0,0,0,0,0,0,1,0,0,1
Elephas maximus,mammalia,proboscidea,elephantidae,0.0,1.0,70.0,550.0,3000.0,1,0,2.0,1.0,600.0,1.0,540.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Canis lupus baileyi,mammalia,carnivora,canidae,,,12.5,144.5,31.5,1,1,1.0,0.0,63.0,5.5,35.0,0,0,0,0,0,0,0,0,0,0,0,1,1
Galeopterus variegatus,mammalia,dermoptera,cynocephalidae,0.0,0.0,17.0,37.5,0.5,0,1,2.0,,60.0,1.5,180.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Bos taurus,mammalia,artiodactyla,bovidae,,,18.5,,650.0,1,0,2.0,1.0,270.0,1.0,180.0,1,1,1,1,1,1,1,1,1,0,0,1,0
Loxodonta africana,mammalia,proboscidea,elephantidae,2.0,1.0,65.0,,,1,0,2.0,1.0,2.0,1.0,2190.0,1,0,0,0,0,0,0,0,0,0,0,1,1
Vulpes zerda,mammalia,carnivora,canidae,1.0,0.0,11.0,32.5,0.5,1,1,0.0,0.0,50.0,3.0,65.0,1,0,0,0,0,0,0,0,0,1,0,0,0
Rhinopithecus roxellana,mammalia,primates,cercopithecidae,0.0,1.0,26.0,66.5,22.5,1,0,2.0,1.0,210.0,1.0,365.0,0,0,1,0,0,0,0,0,1,0,0,1,0
Urocyon cinereoargenteus,mammalia,carnivora,canidae,1.0,0.0,7.0,94.0,5.0,0,1,0.0,0.0,,4.5,300.0,0,0,0,0,0,0,0,0,1,1,0,1,1
Macaca fuscata,mammalia,primates,cercopithecidae,1.0,0.0,19.0,,9.5,1,0,0.0,1.0,180.0,1.0,730.0,0,0,1,0,0,0,0,0,1,0,0,1,0
Sus scrofa,mammalia,artiodactyla,suidae,,0.0,14.5,196.5,127.5,1,1,0.0,1.0,114.0,5.0,210.0,1,0,1,1,1,0,0,0,1,1,0,1,1
Cervus elaphus,mammalia,artiodactyla,cervidae,2.0,0.0,20.0,205.0,180.0,0,0,2.0,1.0,251.0,1.0,60.0,1,0,1,1,1,0,0,0,1,1,0,1,0
Neovison vison,mammalia,carnivora,mustelidae,1.0,0.0,10.0,38.0,0.2005,0,1,1.0,1.0,57.5,4.5,30.0,0,0,1,1,0,0,0,0,1,1,1,1,0
Acerodon jubatus,mammalia,chiroptera,pteropodidae,0.0,1.0,17.5,23.4,1.125,1,1,2.0,,,1.0,,0,0,1,0,0,0,0,0,0,0,0,1,1
Elephas maximus borneensis,mammalia,proboscidea,elephantidae,0.0,1.0,62.5,,,1,0,2.0,,615.0,1.0,1277.5,1,1,1,1,1,1,1,1,0,0,0,0,1
Hyaena brunnea,mammalia,carnivora,hyaenidae,1.0,0.0,12.5,145.0,41.0,1,1,1.0,1.0,90.0,2.5,450.0,1,0,0,0,0,0,0,0,0,1,0,1,0
Ceratotherium simum,mammalia,perissodactyla,rhinocerotidae,2.0,0.0,47.5,350.0,2520.0,1,0,2.0,1.0,480.0,1.0,912.5,1,0,0,0,0,0,0,0,0,1,0,1,1
Cervus nippon,mammalia,artiodactyla,cervidae,2.0,0.0,18.5,137.5,67.5,1,1,2.0,1.0,210.0,1.0,365.0,1,0,1,1,1,0,0,0,1,0,0,1,0
Hemicentetes semispinosus,mammalia,afrosoricida,tenrecidae,,0.0,2.0,14.0,0.2,1,0,3.0,,59.0,6.5,21.5,1,0,0,0,0,0,0,0,0,0,0,1,1
Odocoileus virginianus,mammalia,artiodactyla,cervidae,1.0,0.0,13.0,150.0,96.0,0,0,2.0,1.0,180.0,1.5,547.5,0,0,0,1,1,0,0,0,0,1,0,1,1
Antilope cervicapra,mammalia,artiodactyla,bovidae,1.0,0.0,12.5,125.0,38.5,1,0,2.0,1.0,180.0,1.0,365.0,0,0,1,0,0,0,0,0,0,1,0,1,1
Dolichotis patagonum,mammalia,rodentia,caviidae,0.0,0.0,8.5,72.0,12.0,1,0,2.0,0.0,90.0,2.0,76.5,0,0,0,0,0,0,0,0,0,1,0,1,0
Vulpes vulpes,mammalia,carnivora,canidae,1.0,0.0,10.0,67.5,8.5,1,0,0.0,0.0,60.0,5.5,210.0,1,0,1,1,1,0,0,0,1,0,0,1,0
Setonix brachyurus,mammalia,diprotodontia,macropodidae,0.0,1.0,7.5,47.0,3.5,1,1,2.0,1.0,30.0,1.0,273.0,0,0,0,0,1,0,0,0,0,0,0,1,0
Ovis orientalis,mammalia,artiodactyla,bovidae,0.0,1.0,10.0,,90.0,1,0,2.0,1.0,150.0,1.0,165.0,0,0,1,0,0,0,0,0,0,1,0,1,0
Pteropus giganteus,mammalia,chiroptera,pteropodidae,0.0,0.0,23.0,23.0,1.1,1,1,2.0,1.0,145.0,1.5,150.0,0,0,1,0,0,0,0,0,0,1,0,1,1
Elaphodus cephalophus,mammalia,artiodactyla,cervidae,0.0,0.0,9.5,135.0,33.5,0,0,2.0,1.0,180.0,1.5,180.0,0,0,1,0,0,0,0,0,0,0,0,1,0
Neovison macrodon,mammalia,carnivora,mustelidae,,1.0,8.0,78.5,,0,0,1.0,1.0,34.0,7.5,94.5,0,0,0,0,0,0,0,0,1,0,0,0,0
Panthera leo,mammalia,carnivora,felidae,0.0,1.0,18.5,195.0,184.5,1,1,1.0,1.0,114.5,4.5,730.0,1,0,1,0,0,0,0,0,0,1,0,1,1
Sciurus carolinensis,mammalia,rodentia,sciuridae,2.0,0.0,16.0,26.5,0.5,1,0,0.0,1.0,42.0,2.5,70.0,1,0,0,1,0,0,0,0,1,1,0,1,1
Pteromys momonga,mammalia,rodentia,sciuridae,,0.0,9.5,17.0,0.185,1,1,2.0,,28.0,2.5,42.0,0,0,1,0,0,0,0,0,1,0,0,1,0
Canis lupus occidentalis,mammalia,carnivora,canidae,,,,63.0,51.0,1,1,1.0,0.0,63.0,5.0,,0,0,0,0,0,0,0,0,1,0,1,1,0
Herpestes edwardsii,mammalia,carnivora,herpestidae,1.0,0.0,9.0,40.5,0.5,0,0,0.0,1.0,60.0,3.0,180.0,0,0,1,0,0,0,0,0,0,1,0,1,1
Tamiasciurus douglasii,mammalia,rodentia,sciuridae,1.0,0.0,5.5,31.25,0.2265,0,0,2.0,0.0,31.5,5.0,165.0,0,0,0,0,0,0,0,0,1,0,0,1,0
Lynx rufus,mammalia,carnivora,felidae,1.0,0.0,18.5,86.0,11.0,0,1,1.0,1.0,65.0,3.0,240.0,0,0,0,0,0,0,0,0,1,1,0,1,0
Lama guanicoe,mammalia,artiodactyla,camelidae,2.0,0.0,22.5,,113.0,1,0,2.0,1.0,330.0,1.0,390.0,0,0,0,0,0,0,0,0,0,1,1,1,0
Macaca silenus,mammalia,primates,cercopithecidae,0.0,1.0,29.0,50.5,6.5,1,0,0.0,1.0,180.0,1.0,365.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Acinonyx jubatus,mammalia,carnivora,felidae,0.0,1.0,15.0,131.0,46.5,1,0,1.0,1.0,90.0,3.5,547.5,1,0,1,0,0,0,0,0,0,1,0,1,1
Canis anthus,mammalia,carnivora,canidae,,,8.0,,11.0,1,0,0.0,0.0,,,,1,1,1,1,1,1,1,1,0,1,0,1,1
Ailuropoda melanoleuca,mammalia,carnivora,ursidae,2.0,1.0,25.0,100.0,115.0,0,0,2.0,1.0,150.0,1.5,365.0,0,0,1,0,0,0,0,0,0,0,0,1,0
Saguinus imperator,mammalia,primates,callitrichidae,0.0,0.0,20.0,24.5,0.56,1,0,0.0,1.0,142.5,2.0,140.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Macaca fascicularis,mammalia,primates,cercopithecidae,0.0,0.0,22.5,46.5,6.0,1,0,0.0,1.0,162.0,1.0,420.0,1,0,1,0,1,0,0,0,0,0,0,0,1
Phodopus sungorus,mammalia,rodentia,cricetidae,,0.0,2.0,8.0,0.032,0,1,2.0,,21.0,8.5,30.0,0,0,1,1,0,0,0,0,1,1,0,1,0
Crocuta crocuta,mammalia,carnivora,hyaenidae,0.0,0.0,30.0,130.5,52.0,1,1,0.0,1.0,120.0,2.0,450.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Condylura cristata,mammalia,eulipotyphla,talpidae,1.0,0.0,3.0,17.5,0.055,1,0,1.0,0.0,45.0,4.5,30.0,0,0,0,0,0,0,0,0,1,0,0,1,0
Sciurus vulgaris,mammalia,rodentia,sciuridae,0.0,0.0,7.5,21.0,0.295,0,0,2.0,1.0,38.0,4.0,49.0,0,0,1,1,0,0,0,0,1,0,1,1,0
Trachypithecus obscurus,mammalia,primates,cercopithecidae,0.0,0.0,25.0,51.5,7.0,1,0,2.0,1.0,,1.0,365.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Nasalis larvatus,mammalia,primates,cercopithecidae,0.0,1.0,18.0,64.5,14.5,1,0,2.0,1.0,166.0,1.0,365.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Leopardus pardalis,mammalia,carnivora,felidae,0.0,0.0,13.5,84.0,13.0,0,1,1.0,1.0,85.0,2.5,365.0,0,0,0,0,0,0,0,0,0,1,0,1,1
Tamias striatus,mammalia,rodentia,sciuridae,1.0,0.0,5.0,26.05,0.108,0,0,2.0,1.0,35.0,3.5,60.0,0,0,0,0,0,0,0,0,1,0,0,1,0
Didelphis virginiana,mammalia,didelphimorphia,didelphidae,2.0,0.0,3.0,64.5,3.0,0,1,4.0,1.0,12.5,25.0,99.0,0,0,0,0,0,0,0,0,1,1,0,1,1
Panthera pardus,mammalia,carnivora,felidae,0.0,1.0,15.0,140.0,59.0,0,1,1.0,1.0,97.5,3.0,465.0,1,0,1,0,0,0,0,0,0,1,0,1,1
Martes americana,mammalia,carnivora,mustelidae,0.0,0.0,14.5,38.5,0.79,0,0,0.0,1.0,28.0,3.0,42.0,0,0,0,0,0,0,0,0,1,1,1,1,0
Leopardus wiedii,mammalia,carnivora,felidae,0.0,0.0,15.0,63.5,3.0,0,1,1.0,0.0,,1.5,56.0,0,0,0,0,0,0,0,0,0,0,0,1,1
Lynx pardinus,mammalia,carnivora,felidae,2.0,1.0,13.0,97.5,11.5,0,1,1.0,1.0,60.0,2.5,255.0,0,0,0,1,0,0,0,0,0,0,0,1,0
Speothos venaticus,mammalia,carnivora,canidae,0.0,0.0,10.0,66.0,6.5,1,0,1.0,0.0,67.0,3.5,105.0,0,0,0,0,0,0,0,0,0,0,0,1,1
Paraechinus aethiopicus,mammalia,eulipotyphla,erinaceidae,1.0,0.0,6.5,21.0,0.395,0,1,3.0,,35.0,6.0,40.0,1,0,1,0,0,0,0,0,0,1,0,0,0
Sylvilagus bachmani,mammalia,lagomorpha,leporidae,1.0,0.0,2.0,30.0,0.0,0,1,2.0,1.0,27.0,3.0,14.0,0,0,0,0,0,0,0,0,0,1,0,1,0
Euchoreutes naso,mammalia,rodentia,dipodidae,,0.0,2.5,8.0,0.031,0,1,3.0,1.0,30.0,4.0,,0,0,1,0,0,0,0,0,0,1,0,0,0
Ateles fusciceps,mammalia,primates,atelidae,0.0,1.0,24.0,46.0,8.0,1,0,2.0,,229.0,1.0,600.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Panthera leo persica,mammalia,carnivora,felidae,1.0,1.0,17.0,150.0,150.0,1,1,1.0,1.0,109.5,3.5,365.0,1,1,1,1,1,1,1,1,0,1,0,0,0
Sciurus niger,mammalia,rodentia,sciuridae,1.0,0.0,15.5,57.5,0.2505,0,0,,1.0,44.5,2.5,112.0,0,0,0,0,0,0,0,0,1,0,0,1,0
Camelus dromedarius,mammalia,artiodactyla,camelidae,,,45.0,250.0,450.0,1,0,2.0,1.0,390.0,1.5,120.0,1,1,1,1,1,1,1,1,0,1,0,0,0
Leopardus guigna,mammalia,carnivora,felidae,0.0,1.0,11.0,44.0,2.0,0,1,1.0,1.0,75.0,2.5,,0,0,0,0,0,0,0,0,0,1,1,1,0
Panthera tigris,mammalia,carnivora,felidae,0.0,1.0,12.5,295.0,185.5,0,0,1.0,1.0,103.0,4.0,95.0,0,0,1,0,0,0,0,0,0,0,0,1,1
Macropus antilopinus,mammalia,diprotodontia,macropodidae,0.0,0.0,16.0,,28.5,1,0,2.0,1.0,35.0,1.0,450.0,0,0,0,0,1,0,0,0,0,0,0,0,1
Leopardus jacobita,mammalia,carnivora,felidae,0.0,1.0,16.0,71.0,5.0,0,1,1.0,,,2.0,,0,0,0,0,0,0,0,0,0,1,1,1,1
Ailurus fulgens,mammalia,carnivora,ailuridae,0.0,1.0,11.0,57.0,4.5,0,1,2.0,1.0,120.0,3.0,210.0,0,0,1,0,0,0,0,0,0,0,0,1,0
Cuon alpinus,mammalia,carnivora,canidae,0.0,1.0,16.0,100.5,15.0,1,1,1.0,0.0,61.5,3.5,,0,0,1,0,0,0,0,0,1,1,0,1,1
Felis margarita,mammalia,carnivora,felidae,,0.0,13.0,45.5,2.0,0,1,1.0,1.0,61.0,3.0,,1,0,1,0,0,0,0,0,0,1,0,0,0
Giraffa camelopardalis,mammalia,artiodactyla,giraffidae,0.0,1.0,28.0,350.0,1000.0,1,0,2.0,1.0,420.0,1.0,450.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Mustela nivalis,mammalia,carnivora,mustelidae,1.0,0.0,5.5,18.7,0.1395,0,1,1.0,1.0,35.5,5.0,73.5,1,0,1,1,1,0,0,0,1,1,1,1,0
Chlorocebus sabaeus,mammalia,primates,cercopithecidae,1.0,0.0,23.5,45.0,5.5,1,0,0.0,1.0,164.0,1.0,365.0,1,0,0,0,0,0,0,0,0,1,0,0,1
Myrmecobius fasciatus,mammalia,dasyuromorphia,myrmecobiidae,0.0,1.0,5.5,22.0,0.415,0,0,3.0,1.0,14.0,4.0,360.0,0,0,0,0,1,0,0,0,0,1,0,1,0
Rattus norvegicus,mammalia,rodentia,muridae,1.0,0.0,3.0,22.5,0.3,1,1,0.0,1.0,23.0,8.0,24.5,1,0,1,1,1,0,0,0,1,1,1,1,1
Rusa unicolor,mammalia,artiodactyla,cervidae,0.0,1.0,23.0,150.0,225.0,1,1,2.0,1.0,270.0,1.0,730.0,1,0,1,0,1,0,0,0,0,1,0,0,1
Dasyurus maculatus,mammalia,dasyuromorphia,dasyuridae,0.0,0.0,3.5,91.0,4.0,0,1,1.0,1.0,21.0,5.0,136.5,0,0,0,0,1,0,0,0,0,1,0,1,1
Ictidomys tridecemlineatus,mammalia,rodentia,sciuridae,1.0,0.0,7.0,26.25,0.125,1,0,0.0,1.0,28.0,8.5,63.0,0,0,0,0,0,0,0,0,1,1,0,1,0
Ursus thibetanus,mammalia,carnivora,ursidae,0.0,1.0,25.0,155.0,120.0,0,1,0.0,1.0,210.0,2.0,912.5,0,0,1,0,0,0,0,0,1,1,1,1,1
Elephas maximus indicus,mammalia,proboscidea,elephantidae,,1.0,70.0,,3500.0,1,1,2.0,1.0,660.0,1.0,1095.0,0,0,1,0,0,0,0,0,0,0,0,1,1
Martes martes,mammalia,carnivora,mustelidae,1.0,0.0,13.5,47.5,1.0,0,1,0.0,1.0,240.0,3.5,42.0,0,0,1,1,0,0,0,0,1,1,1,1,0
Puma concolor,mammalia,carnivora,felidae,0.0,0.0,15.0,200.0,64.5,0,1,1.0,1.0,93.0,3.5,40.0,0,0,0,0,0,0,0,0,1,1,1,1,1
Sciurus griseus,mammalia,rodentia,sciuridae,,0.0,7.5,52.5,0.5,0,0,0.0,,43.0,4.0,59.5,0,0,0,0,0,0,0,0,0,0,0,1,0
Orcaella brevirostris,mammalia,artiodactyla,delphinidae,0.0,1.0,30.0,200.0,145.0,1,0,1.0,1.0,345.0,1.0,730.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Myotis lucifugus,mammalia,chiroptera,vespertilionidae,1.0,0.0,18.0,8.0,0.0095,1,1,3.0,1.0,55.0,1.0,28.0,0,0,0,0,0,0,0,0,1,1,1,1,0
Pteropus conspicillatus,mammalia,chiroptera,pteropodidae,1.0,0.0,21.0,22.5,0.755,1,1,2.0,0.0,210.0,1.0,150.0,0,0,1,0,1,0,0,0,0,0,0,0,1
Neotoma cinerea,mammalia,rodentia,cricetidae,1.0,0.0,5.0,37.0,0.3685,0,1,2.0,1.0,,4.5,28.0,0,0,0,0,0,0,0,0,1,1,1,1,0
Vicugna vicugna,mammalia,artiodactyla,camelidae,2.0,0.0,22.5,100.0,50.0,1,0,2.0,1.0,340.0,1.0,450.0,0,0,0,0,0,0,0,0,0,0,1,1,0
Prionailurus rubiginosus,mammalia,carnivora,felidae,0.0,0.0,18.0,41.5,0.5,0,1,1.0,1.0,67.0,1.5,47.5,0,0,1,0,0,0,0,0,0,1,0,0,1
Sarcophilus harrisii,mammalia,dasyuromorphia,dasyuridae,0.0,1.0,6.5,66.0,8.0,0,1,1.0,1.0,21.0,2.5,240.0,0,0,0,0,1,0,0,0,0,0,0,1,0
Moschus moschiferus,mammalia,artiodactyla,moschidae,0.0,1.0,15.0,93.0,14.5,0,1,2.0,,180.0,1.5,730.0,0,0,1,0,0,0,0,0,1,0,1,0,0
Saguinus oedipus,mammalia,primates,callitrichidae,0.0,1.0,18.0,23.0,0.32,1,0,0.0,0.0,135.0,1.5,140.0,0,0,0,0,0,0,0,0,0,1,0,0,1
Dama dama,mammalia,artiodactyla,cervidae,,0.0,18.5,145.0,65.0,1,0,2.0,1.0,238.0,1.0,365.0,1,0,1,1,1,0,0,0,1,0,0,1,0
Priodontes maximus,mammalia,cingulata,chlamyphoridae,0.0,1.0,13.5,87.5,30.0,0,1,0.0,0.0,120.0,1.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Genus Ateles,mammalia,primates,atelidae,,,30.0,45.0,9.0,1,0,0.0,1.0,225.0,1.0,730.0,1,1,1,1,1,1,1,1,0,1,0,0,1
Mellivora capensis,mammalia,carnivora,mustelidae,0.0,0.0,16.5,77.0,10.5,0,0,1.0,1.0,60.0,1.0,547.5,1,0,1,0,0,0,0,0,0,1,0,1,1
Lama glama,mammalia,artiodactyla,camelidae,,,20.0,,165.0,1,0,2.0,1.0,355.0,1.0,365.0,1,1,1,1,1,1,1,1,0,1,1,1,0
Tapirus indicus,mammalia,perissodactyla,tapiridae,0.0,1.0,33.0,150.0,285.0,0,0,2.0,0.0,390.0,1.0,365.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Antidorcas marsupialis,mammalia,artiodactyla,bovidae,2.0,0.0,8.0,135.0,39.0,1,0,2.0,1.0,165.0,1.0,180.0,1,0,0,0,0,0,0,0,0,1,0,0,0
Hemiechinus auritus,mammalia,eulipotyphla,erinaceidae,,0.0,7.0,19.5,0.325,0,1,3.0,,38.5,2.5,,1,0,1,1,0,0,0,0,0,1,0,1,0
Cryptoprocta ferox,mammalia,carnivora,eupleridae,0.0,1.0,17.5,75.0,6.5,0,1,1.0,1.0,90.0,3.0,525.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Felis silvestris,mammalia,carnivora,felidae,0.0,0.0,15.0,43.0,5.0,0,1,1.0,1.0,64.0,4.0,145.0,1,0,1,1,0,0,0,0,1,0,0,1,1
Cephalorhynchus hectori,mammalia,artiodactyla,delphinidae,0.0,1.0,20.0,100.0,50.0,1,0,1.0,1.0,330.0,1.0,730.0,0,0,0,0,1,0,0,0,0,0,0,1,0
Pudu puda,mammalia,artiodactyla,cervidae,0.0,0.0,13.5,76.5,10.0,0,0,2.0,1.0,210.0,1.0,300.0,0,0,0,0,0,0,0,0,0,0,0,1,0
Lynx lynx,mammalia,carnivora,felidae,1.0,0.0,19.0,105.0,19.0,0,0,1.0,1.0,60.0,2.5,300.0,0,0,1,1,0,0,0,0,1,0,1,0,0
Xerospermophilus tereticaudus,mammalia,rodentia,sciuridae,1.0,0.0,8.0,24.1,0.14,1,0,0.0,1.0,30.0,9.0,35.0,0,0,0,0,0,0,0,0,0,1,0,0,0
Puma yagouaroundi,mammalia,carnivora,felidae,0.0,0.0,15.0,65.0,6.0,0,0,1.0,1.0,69.0,2.5,300.0,0,0,0,0,0,0,0,0,0,0,0,1,1
Axis axis,mammalia,artiodactyla,cervidae,,0.0,10.0,100.0,50.0,1,0,2.0,1.0,217.5,1.5,180.0,0,0,1,1,1,0,0,0,0,1,0,1,1
Capra ibex,mammalia,artiodactyla,bovidae,2.0,0.0,15.5,146.0,67.0,1,0,2.0,1.0,180.0,1.0,150.0,0,0,0,1,0,0,0,0,1,0,0,0,0
Cervus canadensis,mammalia,artiodactyla,cervidae,2.0,0.0,14.0,200.0,272.5,1,0,2.0,1.0,251.0,1.0,60.0,0,0,1,1,0,0,0,0,1,0,0,1,0
Bradypus variegatus,mammalia,pilosa,bradypodidae,,0.0,35.0,61.0,4.0,0,1,2.0,1.0,195.0,1.0,225.0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ursus americanus,mammalia,carnivora,ursidae,2.0,0.0,20.0,,185.0,0,1,0.0,1.0,210.0,3.5,210.0,0,0,0,0,0,0,0,0,1,0,1,1,0
Leopardus tigrinus,mammalia,carnivora,felidae,0.0,1.0,17.0,48.5,2.0,0,1,1.0,0.0,75.0,2.0,120.0,0,0,0,0,0,0,0,0,0,1,0,1,1
Civettictis civetta,mammalia,carnivora,viverridae,,0.0,21.5,75.5,13.5,0,1,0.0,1.0,65.5,2.5,105.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Ursus arctos,mammalia,carnivora,ursidae,1.0,0.0,35.0,150.0,367.5,0,0,0.0,1.0,56.0,2.5,1095.0,0,0,1,1,0,0,0,0,1,0,1,1,0
Macropus rufogriseus,mammalia,diprotodontia,macropodidae,1.0,0.0,11.0,65.0,15.5,1,0,2.0,1.0,30.0,1.0,330.0,0,0,0,0,1,0,0,0,0,0,0,1,0
Manis pentadactyla,mammalia,pholidota,manidae,0.0,1.0,20.0,67.0,4.5,0,1,3.0,1.0,,1.0,,0,0,1,0,0,0,0,0,0,0,0,1,1
Gorilla gorilla,mammalia,primates,hominidae,0.0,1.0,42.5,,118.5,1,0,2.0,1.0,270.0,1.0,1095.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Hyaena hyaena,mammalia,carnivora,hyaenidae,0.0,0.0,17.5,107.5,38.5,1,1,0.0,0.0,90.0,2.5,210.0,1,0,1,0,0,0,0,0,0,0,0,1,1
Ratufa indica,mammalia,rodentia,sciuridae,0.0,0.0,20.0,35.0,1.5,0,0,0.0,,31.5,2.0,,0,0,1,0,0,0,0,0,0,1,0,1,1
Smutsia temminckii,mammalia,pholidota,manidae,0.0,1.0,20.0,55.0,16.5,0,1,0.0,1.0,139.0,1.0,90.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Gulo gulo,mammalia,carnivora,mustelidae,0.0,0.0,11.0,86.0,17.0,0,1,0.0,1.0,60.0,2.5,90.0,0,0,1,1,0,0,0,0,1,0,1,0,0
Wallabia bicolor,mammalia,diprotodontia,macropodidae,2.0,0.0,15.0,73.0,15.0,0,1,2.0,1.0,35.5,1.0,450.0,0,0,0,0,1,0,0,0,0,1,0,1,1
Phataginus tricuspis,mammalia,pholidota,manidae,0.0,1.0,13.0,59.0,1.5,0,1,3.0,1.0,150.0,1.0,150.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Suricata suricatta,mammalia,carnivora,herpestidae,1.0,0.0,10.0,30.0,0.0,1,0,3.0,0.0,77.0,3.5,56.0,1,0,0,0,0,0,0,0,0,1,0,0,0
Felis nigripes,mammalia,carnivora,felidae,0.0,1.0,11.0,40.0,2.0,0,1,1.0,1.0,63.5,1.5,150.0,1,0,0,0,0,0,0,0,0,1,0,1,0
Caracal caracal,mammalia,carnivora,felidae,,0.0,14.5,75.5,13.0,0,1,1.0,1.0,73.5,3.0,285.0,1,0,1,0,0,0,0,0,0,1,0,1,1
Petaurus breviceps,mammalia,diprotodontia,petauridae,1.0,0.0,9.0,27.0,0.13,1,1,0.0,1.0,16.0,1.5,255.0,0,0,1,0,1,0,0,0,0,1,0,1,1
Okapia johnstoni,mammalia,artiodactyla,giraffidae,0.0,1.0,26.5,200.0,275.0,0,0,2.0,1.0,480.0,1.0,180.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Marmota marmota,mammalia,rodentia,sciuridae,1.0,0.0,16.5,48.0,5.0,1,0,2.0,0.0,34.0,4.0,40.0,0,0,0,1,0,0,0,0,1,0,0,1,0
Addax nasomaculatus,mammalia,artiodactyla,bovidae,0.0,1.0,22.0,125.0,92.5,1,1,2.0,1.0,260.5,1.0,217.0,1,0,0,0,0,0,0,0,0,1,0,1,0
Elephas maximus maximus,mammalia,proboscidea,elephantidae,,1.0,62.5,,3500.0,1,1,2.0,,660.0,1.0,1825.0,0,0,1,0,0,0,0,0,0,0,0,0,1
Taxidea taxus,mammalia,carnivora,mustelidae,0.0,0.0,12.0,67.5,8.0,0,1,1.0,1.0,180.0,3.0,165.0,0,0,0,0,0,0,0,0,1,1,0,1,0
Atelerix albiventris,mammalia,eulipotyphla,erinaceidae,1.0,0.0,6.5,21.5,0.2005,0,1,3.0,,35.0,6.0,42.0,1,0,0,0,0,0,0,0,0,0,0,0,1
Vulpes chama,mammalia,carnivora,canidae,1.0,0.0,10.0,53.0,4.0,0,1,0.0,0.0,52.0,3.5,150.0,1,0,0,0,0,0,0,0,0,1,0,1,1
Neophocaena phocaenoides,mammalia,artiodactyla,phocoenidae,0.0,1.0,25.0,200.0,72.0,0,0,1.0,1.0,315.0,1.0,,0,0,1,0,0,0,0,0,0,0,0,0,1
Tamias minimus,mammalia,rodentia,sciuridae,1.0,0.0,4.0,20.0,0.0455,0,0,2.0,,30.0,4.0,60.0,0,0,0,0,0,0,0,0,1,1,1,0,0
